Chrom	Start	End	Strand	H37rv_GeneID	Symbol	Feature	Functional_Category	Is_Pseudogene	Product	PEandPPE_Subfamily	ExcludedGroup_Category
NC_000962.3	2144939	2145248	+	Rv1898	Rv1898	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2145213	2146245	-	Rv1899c	lppD	CDS	cell wall and cell processes	No	Possible lipoprotein LppD	None	NotExcluded
NC_000962.3	2146244	2147633	-	Rv1900c	lipJ	CDS	intermediary metabolism and respiration	No	Probable lignin peroxidase LipJ	None	NotExcluded
NC_000962.3	2147661	2148954	+	Rv1901	cinA	CDS	virulence, detoxification, adaptation	No	Probable CinA-like protein CinA	None	NotExcluded
NC_000962.3	2149005	2150274	-	Rv1902c	nanT	CDS	cell wall and cell processes	No	Probable sialic acid-transport integral membrane protein NanT	None	NotExcluded
NC_000962.3	2150363	2150768	+	Rv1903	Rv1903	CDS	cell wall and cell processes	No	Probable conserved membrane protein	None	NotExcluded
NC_000962.3	2150953	2151385	+	Rv1904	Rv1904	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2151432	2152395	-	Rv1905c	aao	CDS	intermediary metabolism and respiration	No	Probable D-amino acid oxidase Aao	None	NotExcluded
NC_000962.3	2152424	2152895	-	Rv1906c	Rv1906c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2153234	2153882	-	Rv1907c	Rv1907c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2153888	2156111	-	Rv1908c	katG	CDS	virulence, detoxification, adaptation	No	Catalase-peroxidase-peroxynitritase T KatG	None	NotExcluded
NC_000962.3	2156148	2156592	-	Rv1909c	furA	CDS	regulatory proteins	No	Ferric uptake regulation protein FurA (fur)	None	NotExcluded
NC_000962.3	2156705	2157299	-	Rv1910c	Rv1910c	CDS	cell wall and cell processes	No	Probable exported protein	None	Coscolla Repetitive Genes
NC_000962.3	2157381	2157987	-	Rv1911c	lppC	CDS	cell wall and cell processes	No	Probable lipoprotein LppC	None	Coscolla Repetitive Genes
NC_000962.3	2158086	2159091	-	Rv1912c	fadB5	CDS	lipid metabolism	No	Possible oxidoreductase FadB5	None	NotExcluded
NC_000962.3	2159190	2159943	+	Rv1913	Rv1913	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2159920	2160328	-	Rv1914c	Rv1914c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	2160462	2161566	+	Rv1915	aceAa	CDS	intermediary metabolism and respiration	No	Probable isocitrate lyase AceAa [first part] (isocitrase) (isocitratase) (Icl)	None	NotExcluded
NC_000962.3	2161565	2162762	+	Rv1916	aceAb	CDS	intermediary metabolism and respiration	No	Probable isocitrate lyase AceAb [second part] (isocitrase) (isocitratase) (Icl)	None	NotExcluded
NC_000962.3	2162931	2167311	-	Rv1917c	PPE34	CDS	PE/PPE	No	PPE family protein PPE34	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	2167648	2170612	-	Rv1918c	PPE35	CDS	PE/PPE	No	PPE family protein PPE35	PPE_SL-5_PPE-MPTR	PE/PPEs
NC_000962.3	2171060	2171525	-	Rv1919c	Rv1919c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2171622	2172486	+	Rv1920	Rv1920	CDS	cell wall and cell processes	No	Probable membrane protein	None	NotExcluded
NC_000962.3	2172523	2173795	-	Rv1921c	lppF	CDS	cell wall and cell processes	No	Probable conserved lipoprotein LppF	None	NotExcluded
NC_000962.3	2174066	2175182	+	Rv1922	Rv1922	CDS	cell wall and cell processes	No	Probable conserved lipoprotein	None	NotExcluded
NC_000962.3	2175172	2176513	+	Rv1923	lipD	CDS	intermediary metabolism and respiration	No	Probable lipase LipD	None	NotExcluded
NC_000962.3	2176549	2176930	-	Rv1924c	Rv1924c	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	2177086	2178949	+	Rv1925	fadD31	CDS	lipid metabolism	No	Probable acyl-CoA ligase FadD31 (acyl-CoA synthetase) (acyl-CoA synthase)	None	NotExcluded
NC_000962.3	2178956	2179436	-	Rv1926c	mpt63	CDS	cell wall and cell processes	No	Immunogenic protein Mpt63 (antigen Mpt63/MPB63) (16 kDa immunoprotective extracellular protein)	None	NotExcluded
NC_000962.3	2179672	2180446	+	Rv1927	Rv1927	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2180449	2181217	-	Rv1928c	Rv1928c	CDS	intermediary metabolism and respiration	No	Probable short-chain type dehydrogenase/reductase	None	NotExcluded
NC_000962.3	2181261	2181906	-	Rv1929c	Rv1929c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2181917	2182442	-	Rv1930c	Rv1930c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2182459	2183239	-	Rv1931c	Rv1931c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2183371	2183869	+	Rv1932	tpx	CDS	virulence, detoxification, adaptation	No	Probable thiol peroxidase Tpx	None	NotExcluded
NC_000962.3	2183865	2184957	-	Rv1933c	fadE18	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE18	None	NotExcluded
NC_000962.3	2184958	2186188	-	Rv1934c	fadE17	CDS	lipid metabolism	No	Probable acyl-CoA dehydrogenase FadE17	None	NotExcluded
NC_000962.3	2186202	2187159	-	Rv1935c	echA13	CDS	lipid metabolism	No	Possible enoyl-CoA hydratase EchA13 (enoyl hydrase) (unsaturated acyl-CoA hydratase) (crotonase)	None	NotExcluded
NC_000962.3	2187383	2188493	+	Rv1936	Rv1936	CDS	intermediary metabolism and respiration	No	Possible monooxygenase	None	NotExcluded
NC_000962.3	2188495	2191015	+	Rv1937	Rv1937	CDS	intermediary metabolism and respiration	No	Possible oxygenase	None	NotExcluded
NC_000962.3	2191026	2192097	+	Rv1938	ephB	CDS	virulence, detoxification, adaptation	No	Probable epoxide hydrolase EphB (epoxide hydratase)	None	NotExcluded
NC_000962.3	2192093	2192609	+	Rv1939	Rv1939	CDS	intermediary metabolism and respiration	No	Probable oxidoreductase	None	NotExcluded
NC_000962.3	2192605	2193667	+	Rv1940	ribA1	CDS	intermediary metabolism and respiration	No	Probable riboflavin biosynthesis protein RibA1 (GTP cyclohydrolase II)	None	NotExcluded
NC_000962.3	2193663	2194434	+	Rv1941	Rv1941	CDS	intermediary metabolism and respiration	No	Probable short-chain type dehydrogenase/reductase	None	NotExcluded
NC_000962.3	2194643	2194973	-	Rv1942c	mazF5	CDS	virulence, detoxification, adaptation	No	Possible toxin MazF5	None	NotExcluded
NC_000962.3	2194969	2195347	-	Rv1943c	mazE5	CDS	virulence, detoxification, adaptation	No	Possible antitoxin MazE5	None	NotExcluded
NC_000962.3	2195343	2195934	-	Rv1944c	Rv1944c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2195988	2197353	+	Rv1945	Rv1945	CDS	insertion seqs and phages	No	Conserved hypothetical protein	None	InsertionSeqs_And_Phages
NC_000962.3	2197507	2197960	-	Rv1946c	lppG	CDS	cell wall and cell processes	No	Possible lipoprotein	None	NotExcluded
NC_000962.3	2198023	2198425	+	Rv1947	Rv1947	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2198713	2199064	-	Rv1948c	Rv1948c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2199074	2200034	-	Rv1949c	Rv1949c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2199997	2200189	-	Rv1950c	Rv1950c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2200189	2200486	-	Rv1951c	Rv1951c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2200725	2200941	+	Rv1952	vapB14	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB14	None	NotExcluded
NC_000962.3	2200937	2201249	+	Rv1953	vapC14	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC14	None	NotExcluded
NC_000962.3	2201222	2201744	-	Rv1954c	Rv1954c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2201276	2201579	+	Rv1954A	Rv1954A	CDS	unknown	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2201718	2202096	+	Rv1955	higB	CDS	virulence, detoxification, adaptation	No	Possible toxin HigB	None	NotExcluded
NC_000962.3	2202137	2202587	+	Rv1956	higA	CDS	virulence, detoxification, adaptation	No	Possible antitoxin HigA	None	NotExcluded
NC_000962.3	2202583	2203129	+	Rv1957	Rv1957	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2203017	2203632	-	Rv1958c	Rv1958c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2203680	2203977	-	Rv1959c	parE1	CDS	virulence, detoxification, adaptation	No	Possible toxin ParE1	None	NotExcluded
NC_000962.3	2203973	2204225	-	Rv1960c	parD1	CDS	virulence, detoxification, adaptation	No	Possible antitoxin ParD1	None	NotExcluded
NC_000962.3	2204211	2204706	+	Rv1961	Rv1961	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2204865	2205273	-	Rv1962c	vapC35	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC35. Contains PIN domain.	None	NotExcluded
NC_000962.3	2205276	2205549	-	Rv1962A	vapB35	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB35	None	NotExcluded
NC_000962.3	2205581	2206802	-	Rv1963c	mce3R	CDS	regulatory proteins	No	Probable transcriptional repressor (probably TetR-family) Mce3R	None	NotExcluded
NC_000962.3	2207699	2208497	+	Rv1964	yrbE3A	CDS	virulence, detoxification, adaptation	No	Conserved hypothetical integral membrane protein YrbE3A	None	NotExcluded
NC_000962.3	2208506	2209322	+	Rv1965	yrbE3B	CDS	virulence, detoxification, adaptation	No	Conserved hypothetical integral membrane protein YrbE3B	None	NotExcluded
NC_000962.3	2209326	2210604	+	Rv1966	mce3A	CDS	virulence, detoxification, adaptation	No	Mce-family protein Mce3A	None	NotExcluded
NC_000962.3	2210600	2211629	+	Rv1967	mce3B	CDS	virulence, detoxification, adaptation	No	Mce-family protein Mce3B	None	NotExcluded
NC_000962.3	2211625	2212858	+	Rv1968	mce3C	CDS	virulence, detoxification, adaptation	No	Mce-family protein Mce3C	None	NotExcluded
NC_000962.3	2212854	2214126	+	Rv1969	mce3D	CDS	virulence, detoxification, adaptation	No	Mce-family protein Mce3D	None	NotExcluded
NC_000962.3	2214122	2215256	+	Rv1970	lprM	CDS	cell wall and cell processes	No	Possible Mce-family lipoprotein LprM (Mce-family lipoprotein Mce3E)	None	NotExcluded
NC_000962.3	2215256	2216570	+	Rv1971	mce3F	CDS	virulence, detoxification, adaptation	No	Mce-family protein Mce3F	None	NotExcluded
NC_000962.3	2216591	2217167	+	Rv1972	Rv1972	CDS	cell wall and cell processes	No	Probable conserved Mce associated membrane protein	None	NotExcluded
NC_000962.3	2217163	2217646	+	Rv1973	Rv1973	CDS	cell wall and cell processes	No	Possible conserved Mce associated membrane protein	None	NotExcluded
NC_000962.3	2217658	2218036	+	Rv1974	Rv1974	CDS	cell wall and cell processes	No	Probable conserved membrane protein	None	NotExcluded
NC_000962.3	2218051	2218717	+	Rv1975	Rv1975	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2218843	2219251	-	Rv1976c	Rv1976c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2219753	2220800	+	Rv1977	Rv1977	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2220907	2221756	+	Rv1978	Rv1978	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2221718	2223164	-	Rv1979c	Rv1979c	CDS	cell wall and cell processes	No	Possible conserved permease	None	NotExcluded
NC_000962.3	2223342	2224029	-	Rv1980c	mpt64	CDS	cell wall and cell processes	No	Immunogenic protein Mpt64 (antigen Mpt64/MPB64)	None	NotExcluded
NC_000962.3	2224219	2225188	-	Rv1981c	nrdF1	CDS	information pathways	No	Ribonucleoside-diphosphate reductase (beta chain) NrdF1 (ribonucleotide reductase small subunit) (R2F protein)	None	NotExcluded
NC_000962.3	2225412	2225832	-	Rv1982c	vapC36	CDS	virulence, detoxification, adaptation	No	Possible toxin VapC36. Contains PIN domain.	None	NotExcluded
NC_000962.3	2225840	2226101	-	Rv1982A	vapB36	CDS	virulence, detoxification, adaptation	No	Possible antitoxin VapB36	None	NotExcluded
NC_000962.3	2226243	2227920	+	Rv1983	PE_PGRS35	CDS	PE/PPE	No	PE-PGRS family protein PE_PGRS35	PE_V_PGRS	PE/PPEs
NC_000962.3	2227907	2228561	-	Rv1984c	cfp21	CDS	cell wall and cell processes	No	Probable cutinase precursor CFP21	None	NotExcluded
NC_000962.3	2228990	2229902	-	Rv1985c	Rv1985c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein (probably LysR-family)	None	NotExcluded
NC_000962.3	2230010	2230610	+	Rv1986	Rv1986	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	2231025	2231454	+	Rv1987	Rv1987	CDS	cell wall and cell processes	No	Possible chitinase	None	NotExcluded
NC_000962.3	2231679	2232219	+	Rv1988	erm(37)	CDS	intermediary metabolism and respiration	No	Probable 23S rRNA methyltransferase Erm(37)	None	NotExcluded
NC_000962.3	2232738	2233299	-	Rv1989c	Rv1989c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2233295	2233637	-	Rv1990c	Rv1990c	CDS	regulatory proteins	No	Probable transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2233880	2234216	-	Rv1990A	Rv1990A	CDS	intermediary metabolism and respiration	No	Possible dehydrogenase (fragment)	None	NotExcluded
NC_000962.3	2234304	2234649	-	Rv1991c	mazF6	CDS	virulence, detoxification, adaptation	No	Toxin MazF6	None	NotExcluded
NC_000962.3	2234642	2234891	-	Rv1991A	mazE6	CDS	virulence, detoxification, adaptation	No	Antitoxin MazE6	None	NotExcluded
NC_000962.3	2234990	2237306	-	Rv1992c	ctpG	CDS	cell wall and cell processes	No	Probable metal cation transporter P-type ATPase G CtpG	None	NotExcluded
NC_000962.3	2237302	2237575	-	Rv1993c	Rv1993c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2237627	2237984	-	Rv1994c	cmtR	CDS	regulatory proteins	No	Metal sensor transcriptional regulator CmtR (ArsR-SmtB family)	None	NotExcluded
NC_000962.3	2238140	2238908	+	Rv1995	Rv1995	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	2239003	2239957	+	Rv1996	Rv1996	CDS	virulence, detoxification, adaptation	No	Universal stress protein family protein	None	NotExcluded
NC_000962.3	2240158	2242876	+	Rv1997	ctpF	CDS	cell wall and cell processes	No	Probable metal cation transporter P-type ATPase A CtpF	None	NotExcluded
NC_000962.3	2242944	2243721	-	Rv1998c	Rv1998c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2243815	2245138	-	Rv1999c	Rv1999c	CDS	cell wall and cell processes	No	Probable conserved integral membrane protein	None	NotExcluded
NC_000962.3	2245208	2246822	+	Rv2000	Rv2000	CDS	conserved hypotheticals	No	Unknown protein	None	NotExcluded
NC_000962.3	2246831	2247584	+	Rv2001	Rv2001	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2247659	2248442	+	Rv2002	fabG3	CDS	lipid metabolism	No	Possible 20-beta-hydroxysteroid dehydrogenase FabG3 (cortisone reductase) ((R)-20-hydroxysteroid dehydrogenase)	None	NotExcluded
NC_000962.3	2248562	2249420	-	Rv2003c	Rv2003c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2249477	2250974	-	Rv2004c	Rv2004c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2250995	2251883	-	Rv2005c	Rv2005c	CDS	virulence, detoxification, adaptation	No	Universal stress protein family protein	None	NotExcluded
NC_000962.3	2252001	2255985	+	Rv2006	otsB1	CDS	virulence, detoxification, adaptation	No	Probable trehalose-6-phosphate phosphatase OtsB1 (trehalose-phosphatase) (TPP)	None	NotExcluded
NC_000962.3	2256083	2256428	-	Rv2007c	fdxA	CDS	intermediary metabolism and respiration	No	Ferredoxin FdxA	None	NotExcluded
NC_000962.3	2256616	2257942	-	Rv2008c	Rv2008c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2258029	2258272	+	Rv2009	vapB15	CDS	virulence, detoxification, adaptation	No	Antitoxin VapB15	None	NotExcluded
NC_000962.3	2258272	2258671	+	Rv2010	vapC15	CDS	virulence, detoxification, adaptation	No	Toxin VapC15	None	NotExcluded
NC_000962.3	2258853	2259285	-	Rv2011c	Rv2011c	CDS	regulatory proteins	No	Conserved hypothetical protein, probable transcription repressor.	None	NotExcluded
NC_000962.3	2259325	2259820	+	Rv2012	Rv2012	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2260664	2261144	+	Rv2013	Rv2013	CDS	insertion seqs and phages	No	Transposase	None	InsertionSeqs_And_Phages
NC_000962.3	2261097	2261688	+	Rv2014	Rv2014	CDS	insertion seqs and phages	No	Transposase	None	InsertionSeqs_And_Phages
NC_000962.3	2261815	2263072	-	Rv2015c	Rv2015c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	Coscolla Repetitive Genes
NC_000962.3	2263425	2264001	+	Rv2016	Rv2016	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2263997	2265038	+	Rv2017	Rv2017	CDS	regulatory proteins	No	Transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2265279	2265999	+	Rv2018	Rv2018	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2265988	2266405	+	Rv2019	Rv2019	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2266420	2266720	-	Rv2020c	Rv2020c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2266804	2267110	-	Rv2021c	Rv2021c	CDS	regulatory proteins	No	Transcriptional regulatory protein	None	NotExcluded
NC_000962.3	2267118	2267724	-	Rv2022c	Rv2022c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2267748	2268108	-	Rv2023c	Rv2023c	CDS	conserved hypotheticals	No	Hypothetical protein	None	NotExcluded
NC_000962.3	2268267	2268726	-	Rv2023A	Rv2023A	CDS	conserved hypotheticals	Yes	Hypothetical protein, pseudogene	None	NotExcluded
NC_000962.3	2268692	2270240	-	Rv2024c	Rv2024c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2270749	2271748	-	Rv2025c	Rv2025c	CDS	cell wall and cell processes	No	Conserved membrane protein	None	NotExcluded
NC_000962.3	2271862	2272747	-	Rv2026c	Rv2026c	CDS	virulence, detoxification, adaptation	No	Universal stress protein family protein	None	NotExcluded
NC_000962.3	2272786	2274508	-	Rv2027c	dosT	CDS	regulatory proteins	No	Two component sensor histidine kinase DosT	None	NotExcluded
NC_000962.3	2274568	2275408	-	Rv2028c	Rv2028c	CDS	virulence, detoxification, adaptation	No	Universal stress protein family protein	None	NotExcluded
NC_000962.3	2275404	2276424	-	Rv2029c	pfkB	CDS	intermediary metabolism and respiration	No	6-phosphofructokinase PfkB (phosphohexokinase) (phosphofructokinase)	None	NotExcluded
NC_000962.3	2276440	2278486	-	Rv2030c	Rv2030c	CDS	conserved hypotheticals	No	Conserved protein	None	NotExcluded
NC_000962.3	2278497	2278932	-	Rv2031c	hspX	CDS	virulence, detoxification, adaptation	No	Heat shock protein HspX (alpha-crystallin homolog) (14 kDa antigen) (HSP16.3)	None	NotExcluded
NC_000962.3	2279128	2280124	+	Rv2032	acg	CDS	conserved hypotheticals	No	Conserved protein Acg	None	NotExcluded
NC_000962.3	2280239	2281082	-	Rv2033c	Rv2033c	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2281293	2281617	+	Rv2034	Rv2034	CDS	regulatory proteins	No	ArsR repressor protein	None	NotExcluded
NC_000962.3	2281613	2282102	+	Rv2035	Rv2035	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2282098	2282740	+	Rv2036	Rv2036	CDS	conserved hypotheticals	No	Conserved hypothetical protein	None	NotExcluded
NC_000962.3	2282746	2283721	-	Rv2037c	Rv2037c	CDS	cell wall and cell processes	No	Conserved transmembrane protein	None	NotExcluded
NC_000962.3	2283722	2284796	-	Rv2038c	Rv2038c	CDS	cell wall and cell processes	No	Probable sugar-transport ATP-binding protein ABC transporter	None	NotExcluded
NC_000962.3	2284798	2285641	-	Rv2039c	Rv2039c	CDS	cell wall and cell processes	No	Probable sugar-transport integral membrane protein ABC transporter	None	NotExcluded
NC_000962.3	2285627	2286530	-	Rv2040c	Rv2040c	CDS	cell wall and cell processes	No	Probable sugar-transport integral membrane protein ABC transporter	None	NotExcluded
