lineage,position,gene_coordinate,allele_change,codon_number,codon_change,amino_acid_change,locus_Id,gene_name,mutation_type,essential,diagnostic_snp
lineage4.3.1,3684845,1119,T/G,373,GAA/GAC,E/D,Rv3299c,atsB,nonsyn,nonessential,no
lineage4.3.1,3748196,4989,A/G,1663,GAT/GAC,D/D,Rv3347c,PPE55,syn,ND,no
lineage4.3.1,3776748,754,G/T,252,CCG/ACG,P/T,Rv3365c,0,nonsyn,nonessential,no
lineage4.3.1,3778777,210,G/A,70,ACG/ACA,T/T,Rv3367,PE_PGRS51,syn,ND,no
lineage4.3.1,3860288,1083,C/T,361,TCG/TCA,S/S,Rv3441c,mrsA,syn,essential,yes
lineage4.3.1,3885955,115,G/A,39,CTG/TTG,L/L,Rv3468c,0,syn,nonessential,no
lineage4.3.1,3888025,778,C/A,260,GGC/TGC,G/C,Rv3470c,ilvB2,nonsyn,nonessential,no
lineage4.3.1,3981171,810,T/G,270,GAA/GAC,E/D,Rv3542c,0,nonsyn,essential,no
lineage4.3.1,4034097,41,G/A,14,GGC/GAC,G/D,Rv3592,mhuD,nonsyn,nonessential,no
lineage4.3.1,4047843,339,C/T,113,CGG/CGA,R/R,Rv3605c,0,syn,nonessential,no
lineage4.3.1,4132356,618,C/T,206,CAC/CAT,H/H,Rv3690,0,syn,nonessential,no
lineage4.3.1,4168283,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.1,4168590,55,G/A,19,GTC/ATC,V/I,Rv3723,0,nonsyn,essential,no
lineage4.3.1,4304045,964,C/T,322,GGC/AGC,G/S,Rv3829c,0,nonsyn,nonessential,no
lineage4.3.1,4378091,2362,C/T,788,GAC/AAC,D/N,Rv3894c,eccC2,nonsyn,nonessential,no
lineage4.3.1,4405186,0,G/A,0,./.,./.,0,0,inter,0,no
lineage4.3.2,41257,0,A/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2,47699,402,G/A,134,CGC/CGT,R/R,Rv0043c,0,syn,nonessential,no
lineage4.3.2,102188,1606,C/T,536,CGC/TGC,R/C,Rv0092,ctpA,nonsyn,nonessential,no
lineage4.3.2,113838,3838,C/T,1280,CTT/TTT,L/F,Rv0101,nrp,nonsyn,essential,no
lineage4.3.2,243118,97,G/A,33,CGC/TGC,R/C,Rv0204c,0,nonsyn,essential,no
lineage4.3.2,243535,152,C/T,51,GCG/GTG,A/V,Rv0205,0,nonsyn,essential,no
lineage4.3.2,244911,2408,G/C,803,CCA/CGA,P/R,Rv0206c,mmpL3,nonsyn,nonessential,no
lineage4.3.2,285876,976,C/T,326,GCC/ACC,A/T,Rv0236c,aftD,nonsyn,essential,no
lineage4.3.2,287904,719,T/C,240,GTC/GCC,V/A,Rv0237,lpqI,nonsyn,nonessential,no
lineage4.3.2,295917,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,302660,0,T/C,0,./.,./.,0,0,inter,0,no
lineage4.3.2,326039,1473,C/T,491,GCC/GCT,A/A,Rv0270,fadD2,syn,nonessential,no
lineage4.3.2,453780,593,A/G,198,ATG/ACG,M/T,Rv0376c,0,nonsyn,nonessential,no
lineage4.3.2,466096,2686,C/T,896,CGC/TGC,R/C,Rv0386,0,nonsyn,nonessential,no
lineage4.3.2,515125,197,T/G,66,AAC/ACC,N/T,Rv0425c,ctpH,nonsyn,essential,no
lineage4.3.2,533781,9,T/C,3,GAA/GAG,E/E,Rv0444c,rskA,syn,nonessential,no
lineage4.3.2,544683,1510,A/G,504,ATG/GTG,M/V,Rv0453,PPE11,nonsyn,ND,no
lineage4.3.2,646243,777,T/C,259,AGT/AGC,S/S,Rv0554,bpoC,syn,nonessential,no
lineage4.3.2,701336,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,705595,315,C/T,105,GCG/GCA,A/A,Rv0610c,0,syn,nonessential,no
lineage4.3.2,814641,314,T/C,105,GTA/GCA,V/A,Rv0721,rpsE,nonsyn,essential,no
lineage4.3.2,853469,1074,C/A,358,GGC/GGA,G/G,Rv0758,phoR,syn,nonessential,no
lineage4.3.2,980100,739,C/T,247,CGG/TGG,R/W,Rv0881,0,nonsyn,nonessential,no
lineage4.3.2,980360,136,G/T,46,GGT/TGT,G/C,Rv0882,0,nonsyn,nonessential,no
lineage4.3.2,986563,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,1047683,1548,G/T,516,TTG/TTT,L/F,Rv0938,ligD,nonsyn,nonessential,no
lineage4.3.2,1090172,4,G/A,2,CGT/TGT,R/C,Rv0976c,0,nonsyn,nonessential,no
lineage4.3.2,1205269,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,1290326,2999,G/A,1000,CGT/CAT,R/H,Rv1161,narG,nonsyn,nonessential,no
lineage4.3.2,1339399,51,C/T,17,TAC/TAT,Y/Y,Rv1196,PPE18,syn,ND,no
lineage4.3.2,1440150,1244,T/C,415,TTA/TCA,L/S,Rv1286,cysN,nonsyn,essential,no
lineage4.3.2,1472337,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,1592453,304,T/C,102,TCG/CCG,S/P,Rv1417,0,nonsyn,nonessential,no
lineage4.3.2,1592454,305,C/A,102,TCG/TAG,S/*,Rv1417,0,nonsyn,nonessential,no
lineage4.3.2,1625019,347,G/A,116,CCC/CTC,P/L,Rv1446c,opcA,nonsyn,essential,no
lineage4.3.2,1710070,427,C/G,143,CAA/GAA,Q/E,Rv1518,0,nonsyn,nonessential,no
lineage4.3.2,1778557,19,C/T,7,CTG/TTG,L/L,Rv1571,0,syn,nonessential,no
lineage4.3.2,1799806,224,C/T,75,GCG/GTG,A/V,Rv1599,hisD,nonsyn,essential,no
lineage4.3.2,1813255,85,T/A,29,TGC/AGC,C/S,Rv1614,lgt,nonsyn,essential,no
lineage4.3.2,1838153,1079,G/A,360,CGC/CAC,R/H,Rv1633,uvrB,nonsyn,nonessential,no
lineage4.3.2,1862335,0,A/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2,1885073,3370,A/G,1124,ATG/GTG,M/V,Rv1662,pks8,nonsyn,essential,no
lineage4.3.2,2038913,0,T/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2,2121063,368,C/T,123,GGT/GAT,G/D,Rv1870c,0,nonsyn,nonessential,no
lineage4.3.2,2184371,587,G/A,196,GCC/GTC,A/V,Rv1933c,fadE18,nonsyn,nonessential,no
lineage4.3.2,2191251,225,G/A,75,AAG/AAA,K/K,Rv1938,ephB,syn,nonessential,no
lineage4.3.2,2192350,257,C/T,86,GCC/GTC,A/V,Rv1939,0,nonsyn,essential,no
lineage4.3.2,2227654,1411,C/T,471,CCC/TCC,P/S,Rv1983,PE_PGRS35,nonsyn,ND,no
lineage4.3.2,2249403,18,C/T,6,CGG/CGA,R/R,Rv2003c,0,syn,nonessential,no
lineage4.3.2,2438090,150,G/A,50,ATG/ATA,M/I,Rv2176,pknL,nonsyn,nonessential,no
lineage4.3.2,2537602,749,A/C,250,CTT/CGT,L/R,Rv2264c,0,nonsyn,nonessential,no
lineage4.3.2,2546359,258,C/T,86,CGC/CGT,R/R,Rv2273,0,syn,nonessential,no
lineage4.3.2,2649855,120,G/A,40,GAC/GAT,D/D,Rv2368c,phoH1,syn,nonessential,no
lineage4.3.2,2659711,2375,G/A,792,CCG/CTG,P/L,Rv2379c,mbtF,nonsyn,nonessential,no
lineage4.3.2,2695094,706,C/G,236,GCC/CCC,A/P,Rv2398c,cysW,nonsyn,essential,no
lineage4.3.2,2835576,0,G/A,0,./.,./.,0,0,inter,0,no
lineage4.3.2,2907629,816,G/A,272,CAG/CAA,Q/Q,Rv2582,ppiB,syn,essential,no
lineage4.3.2,2932318,825,A/C,275,GGT/GGG,G/G,Rv2605c,tesB2,syn,nonessential,no
lineage4.3.2,2964024,439,G/A,147,GTC/ATC,V/I,Rv2637,dedA,nonsyn,nonessential,no
lineage4.3.2,2976541,14,G/T,5,GCA/GAA,A/E,Rv2652c,0,nonsyn,ND,no
lineage4.3.2,3007840,1370,A/G,457,GTG/GCG,V/A,Rv2690c,0,nonsyn,nonessential,no
lineage4.3.2,3011834,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,3051068,357,C/T,119,CAG/CAA,Q/Q,Rv2737c,recA,syn,nonessential,no
lineage4.3.2,3107859,92,C/T,31,GCG/GTG,A/V,Rv2799,0,nonsyn,nonessential,no
lineage4.3.2,3130682,1092,G/A,364,GGC/GGT,G/G,Rv2823c,0,syn,ND,no
lineage4.3.2,3195557,876,G/A,292,CAC/CAT,H/H,Rv2886c,0,syn,nonessential,no
lineage4.3.2,3195975,458,G/A,153,GCG/GTG,A/V,Rv2886c,0,nonsyn,nonessential,no
lineage4.3.2,3340615,762,C/G,254,TTC/TTG,F/L,Rv2984,ppk1,nonsyn,nonessential,no
lineage4.3.2,3357160,346,G/C,116,GCG/CCG,A/P,Rv2998,0,nonsyn,essential,no
lineage4.3.2,3378404,12,G/T,4,AGC/AGA,S/R,Rv3018A,PE27A,nonsyn,ND,no
lineage4.3.2,3378419,0,G/C,0,./.,./.,0,0,inter,0,no
lineage4.3.2,3382748,0,C/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2,3401951,1212,G/A,404,GTC/GTT,V/V,Rv3042c,serB2,syn,essential,no
lineage4.3.2,3414791,168,G/C,56,GCC/GCG,A/A,Rv3053c,nrdH,syn,nonessential,no
lineage4.3.2,3436296,27,A/G,9,GAT/GAC,D/D,Rv3072c,0,syn,nonessential,no
lineage4.3.2,3451670,751,G/C,251,GTG/CTG,V/L,Rv3085,0,nonsyn,nonessential,no
lineage4.3.2,3495658,709,G/C,237,CCT/GCT,P/A,Rv3130c,tgs1,nonsyn,nonessential,no
lineage4.3.2,3564790,427,G/A,143,GAC/AAC,D/N,Rv3195,0,nonsyn,nonessential,no
lineage4.3.2,3576965,72,G/A,24,CCC/CCT,P/P,Rv3201c,0,syn,ND,no
lineage4.3.2,3600717,83,T/G,28,ATC/AGC,I/S,Rv3224A,0,nonsyn,nonessential,no
lineage4.3.2,3688944,499,C/T,167,GGC/AGC,G/S,Rv3302c,glpD2,nonsyn,nonessential,no
lineage4.3.2,3770768,0,G/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2,3771563,220,G/T,74,GGC/TGC,G/C,Rv3359,0,nonsyn,nonessential,no
lineage4.3.2,3788840,220,G/T,74,GCC/TCC,A/S,Rv3375,amiD,nonsyn,essential,no
lineage4.3.2,3831558,0,C/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2,3894176,84,T/C,28,AAT/AAC,N/N,Rv3477,PE31,syn,ND,no
lineage4.3.2,4033954,89,G/A,30,TCC/TTC,S/F,Rv3591c,0,nonsyn,nonessential,no
lineage4.3.2,4050877,2007,G/C,669,GCC/GCG,A/A,Rv3610c,ftsH,syn,essential,no
lineage4.3.2,4076546,63,G/A,21,GTG/GTA,V/V,Rv3637,0,syn,ND,no
lineage4.3.2,4080979,0,A/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2,4127997,729,G/C,243,CGC/CGG,R/R,Rv3685c,cyp137,syn,nonessential,no
lineage4.3.2,4141036,544,G/T,182,GAT/TAT,D/Y,Rv3698,0,nonsyn,nonessential,no
lineage4.3.2,4148529,434,T/G,145,GAC/GCC,D/A,Rv3705c,0,nonsyn,nonessential,no
lineage4.3.2,4225647,663,G/A,221,GCG/GCA,A/A,Rv3779,0,syn,nonessential,no
lineage4.3.2,4251087,3,G/A,1,ATG/ATA,M/I,Rv3797,fadE35,nonsyn,nonessential,no
lineage4.3.2,4295631,3975,C/A,1325,GTG/GTT,V/V,Rv3825c,pks2,syn,nonessential,no
lineage4.3.2,4297793,1813,T/C,605,ACC/GCC,T/A,Rv3825c,pks2,nonsyn,nonessential,no
lineage4.3.2,4316114,483,G/A,161,GCC/GCT,A/A,Rv3843c,0,syn,nonessential,yes
lineage4.3.2,4349688,862,C/T,288,CCC/TCC,P/S,Rv3871,eccCb1,nonsyn,ND,no
lineage4.3.2,4350446,1620,G/C,540,TCG/TCC,S/S,Rv3871,eccCb1,syn,ND,no
lineage4.3.2,4361162,764,T/G,255,CAG/CCG,Q/P,Rv3881c,espB,nonsyn,nonessential,no
lineage4.3.2,4389202,1231,C/T,411,GAC/AAC,D/N,Rv3903c,0,nonsyn,nonessential,no
lineage4.3.2.1,5520,281,C/T,94,CCG/CTG,P/L,Rv0005,gyrB,nonsyn,essential,no
lineage4.3.2.1,7222,1983,C/T,661,AGC/AGT,S/S,Rv0005,gyrB,syn,essential,yes
lineage4.3.2.1,69025,406,G/C,136,GTG/CTG,V/L,Rv0064,0,nonsyn,nonessential,no
lineage4.3.2.1,104824,392,C/A,131,AGC/ATC,S/I,Rv0095c,0,nonsyn,nonessential,no
lineage4.3.2.1,147655,117,G/C,39,CTC/CTG,L/L,Rv0120c,fusA2,syn,nonessential,no
lineage4.3.2.1,165665,343,A/G,115,ATC/GTC,I/V,Rv0138,0,nonsyn,nonessential,no
lineage4.3.2.1,168694,0,G/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,244719,2600,G/A,867,CCG/CTG,P/L,Rv0206c,mmpL3,nonsyn,nonessential,no
lineage4.3.2.1,265154,1088,G/C,363,TGG/TCG,W/S,Rv0221,0,nonsyn,nonessential,no
lineage4.3.2.1,361596,263,C/T,88,GCC/GTC,A/V,Rv0297,PE_PGRS5,nonsyn,ND,no
lineage4.3.2.1,371265,1500,C/T,500,TCG/TCA,S/S,Rv0304c,PPE5,syn,ND,no
lineage4.3.2.1,392914,1132,C/T,378,GGC/AGC,G/S,Rv0327c,cyp135A1,nonsyn,nonessential,no
lineage4.3.2.1,429247,5433,C/T,1811,GGG/GGA,G/G,Rv0355c,PPE8,syn,ND,no
lineage4.3.2.1,457032,792,T/C,264,CTA/CTG,L/L,Rv0381c,0,syn,nonessential,no
lineage4.3.2.1,712773,58,T/C,20,TAC/CAC,Y/H,Rv0620,galK,nonsyn,nonessential,no
lineage4.3.2.1,784581,2097,G/C,699,ACG/ACC,T/T,Rv0684,fusA1,syn,essential,yes
lineage4.3.2.1,848652,1389,A/G,463,ATT/ATC,I/I,Rv0755c,PPE12,syn,ND,no
lineage4.3.2.1,1055672,1014,C/A,338,CTG/CTT,L/L,Rv0946c,pgi,syn,essential,yes
lineage4.3.2.1,1070476,594,C/T,198,CTC/CTT,L/L,Rv0958,0,syn,nonessential,no
lineage4.3.2.1,1118026,842,T/C,281,ATG/ACG,M/T,Rv1001,arcA,nonsyn,nonessential,no
lineage4.3.2.1,1157768,188,A/C,63,CTG/CGG,L/R,Rv1032c,trcS,nonsyn,nonessential,no
lineage4.3.2.1,1163404,0,C/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,1231349,49,G/A,17,GGC/AGC,G/S,Rv1104,0,nonsyn,nonessential,no
lineage4.3.2.1,1232496,186,T/C,62,TAT/TAC,Y/Y,Rv1105,0,syn,nonessential,no
lineage4.3.2.1,1334260,330,C/A,110,GGC/GGA,G/G,Rv1191,0,syn,nonessential,no
lineage4.3.2.1,1354765,897,C/G,299,ATG/ATC,M/I,Rv1212c,glgA,nonsyn,nonessential,no
lineage4.3.2.1,1592015,345,C/T,115,GGC/GGT,G/G,Rv1416,ribH,syn,essential,yes
lineage4.3.2.1,1692205,316,G/A,106,GGC/AGC,G/S,Rv1501,0,nonsyn,nonessential,no
lineage4.3.2.1,1801706,811,G/T,271,GCC/TCC,A/S,Rv1600,hisC1,nonsyn,essential,no
lineage4.3.2.1,1810757,518,A/G,173,CAG/CGG,Q/R,Rv1611,trpC,nonsyn,essential,no
lineage4.3.2.1,1842280,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,1862066,2309,T/A,770,CTG/CAG,L/Q,Rv1650,pheT,nonsyn,essential,no
lineage4.3.2.1,1887410,899,C/G,300,CCG/CGG,P/R,Rv1663,pks17,nonsyn,essential,no
lineage4.3.2.1,2034662,934,A/G,312,ATG/GTG,M/V,Rv1796,mycP5,nonsyn,nonessential,no
lineage4.3.2.1,2260339,0,G/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,2371787,783,G/T,261,GTC/GTA,V/V,Rv2112c,dop,syn,nonessential,no
lineage4.3.2.1,2371788,782,A/G,261,GTC/GCC,V/A,Rv2112c,dop,nonsyn,nonessential,no
lineage4.3.2.1,2380682,263,T/G,88,GAC/GCC,D/A,Rv2122c,hisE,nonsyn,essential,no
lineage4.3.2.1,2412160,1192,G/C,398,CTG/GTG,L/V,Rv2153c,murG,nonsyn,essential,no
lineage4.3.2.1,2453383,0,A/G,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,2461815,334,A/G,112,TCC/CCC,S/P,Rv2197c,0,nonsyn,nonessential,no
lineage4.3.2.1,2470627,6,G/A,2,AAG/AAA,K/K,Rv2206,0,syn,nonessential,no
lineage4.3.2.1,2562004,330,C/A,110,TAC/TAA,Y/*,Rv2289,cdh,nonsyn,nonessential,no
lineage4.3.2.1,2654643,451,C/T,151,GTG/ATG,V/M,Rv2374c,hrcA,nonsyn,essential,no
lineage4.3.2.1,2754600,147,A/G,49,AGT/AGC,S/S,Rv2454c,0,syn,nonessential,no
lineage4.3.2.1,2793360,629,C/T,210,AGC/AAC,S/N,Rv2485c,lipQ,nonsyn,nonessential,no
lineage4.3.2.1,2844689,4644,G/C,1548,CTC/CTG,L/L,Rv2524c,fas,syn,essential,yes
lineage4.3.2.1,2871911,105,G/A,35,GAC/GAT,D/D,Rv2552c,aroE,syn,essential,yes
lineage4.3.2.1,2945838,0,G/A,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,3095606,496,G/A,166,GGG/AGG,G/R,Rv2787,0,nonsyn,nonessential,no
lineage4.3.2.1,3196434,4,G/A,2,GGT/AGT,G/S,Rv2887,0,nonsyn,nonessential,no
lineage4.3.2.1,3284726,1392,C/G,464,CTC/CTG,L/L,Rv2941,fadD28,syn,nonessential,no
lineage4.3.2.1,3388166,705,C/G,235,ACG/ACC,T/T,Rv3029c,fixA,syn,essential,yes
lineage4.3.2.1,3392462,929,T/A,310,CTG/CAG,L/Q,Rv3032,0,nonsyn,essential,no
lineage4.3.2.1,3458491,281,G/A,94,GGT/GAT,G/D,Rv3090,0,nonsyn,nonessential,no
lineage4.3.2.1,3524903,772,G/A,258,GCG/ACG,A/T,Rv3157,nuoM,nonsyn,nonessential,no
lineage4.3.2.1,3717205,116,C/T,39,CCC/CTC,P/L,Rv3331,sugI,nonsyn,nonessential,no
lineage4.3.2.1,3722592,9,C/G,3,GAG/GAC,E/D,Rv3335c,0,nonsyn,essential,no
lineage4.3.2.1,3849867,273,C/T,91,GTG/GTA,V/V,Rv3431c,0,syn,nonessential,no
lineage4.3.2.1,3883226,393,G/A,131,ATG/ATA,M/I,Rv3465,rmlC,nonsyn,essential,no
lineage4.3.2.1,3968114,831,A/G,277,AAT/AAC,N/N,Rv3531c,0,syn,nonessential,no
lineage4.3.2.1,4005862,616,T/C,206,TAC/CAC,Y/H,Rv3564,fadE33,nonsyn,essential,no
lineage4.3.2.1,4045645,474,C/T,158,GCG/GCA,A/A,Rv3603c,0,syn,nonessential,no
lineage4.3.2.1,4084599,2659,G/T,887,CTG/ATG,L/M,Rv3646c,topA,nonsyn,essential,no
lineage4.3.2.1,4133356,839,G/C,280,GGC/GCC,G/A,Rv3691,0,nonsyn,nonessential,no
lineage4.3.2.1,4137657,452,G/A,151,CGT/CAT,R/H,Rv3695,0,nonsyn,nonessential,no
lineage4.3.2.1,4147496,691,C/T,231,GCG/ACG,A/T,Rv3704c,gshA,nonsyn,nonessential,no
lineage4.3.2.1,4266668,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.2.1,4299175,431,G/C,144,GCG/GGG,A/G,Rv3825c,pks2,nonsyn,nonessential,no
lineage4.3.2.1,4388153,2280,G/A,760,GGC/GGT,G/G,Rv3903c,0,syn,nonessential,no
lineage4.3.3,8040,739,G/A,247,GGC/AGC,G/S,Rv0006,gyrA,nonsyn,nonessential,no
lineage4.3.3,37763,505,G/C,169,GAC/CAC,D/H,Rv0035,fadD34,nonsyn,nonessential,no
lineage4.3.3,149323,0,C/T,0,./.,./.,0,0,inter,0,no
lineage4.3.3,178941,369,G/T,123,AAC/AAA,N/K,Rv0151c,PE1,nonsyn,ND,no
lineage4.3.3,387353,206,G/A,69,GGC/GAC,G/D,Rv0319,pcp,nonsyn,nonessential,no
lineage4.3.3,403364,2478,G/A,826,CCC/CCT,P/P,Rv0338c,0,syn,essential,yes
lineage4.3.3,403920,1922,C/T,641,CGC/CAC,R/H,Rv0338c,0,nonsyn,essential,no
lineage4.3.3,479632,122,G/T,41,ACC/AAC,T/N,Rv0400c,fadE7,nonsyn,essential,no
lineage4.3.3,535695,813,C/T,271,GGG/GGA,G/G,Rv0447c,ufaA1,syn,nonessential,no
lineage4.3.3,558501,975,C/T,325,GAC/GAT,D/D,Rv0467,icl1,syn,nonessential,no
lineage4.3.3,675673,244,C/T,82,GCC/ACC,A/T,Rv0578c,PE_PGRS7,nonsyn,ND,no
lineage4.3.3,752802,0,A/C,0,./.,./.,0,0,inter,0,no
lineage4.3.3,769663,0,T/G,0,./.,./.,0,0,inter,0,no
lineage4.3.3,812808,182,G/A,61,TGG/TAG,W/*,Rv0717,rpsN1,nonsyn,nonessential,no
lineage4.3.3,919393,161,G/C,54,ACA/AGA,T/R,Rv0825c,0,nonsyn,nonessential,no
lineage4.3.3,1073033,1779,T/G,593,GGT/GGG,G/G,Rv0959,0,syn,nonessential,no
lineage4.3.3,1087279,67,T/C,23,AAG/GAG,K/E,Rv0974c,accD2,nonsyn,nonessential,no
lineage4.3.3,1144664,101,G/A,34,CGG/CAG,R/Q,Rv1023,eno,nonsyn,essential,no
lineage4.3.3,1162274,199,C/T,67,GCC/ACC,A/T,Rv1039c,PPE15,nonsyn,ND,no
lineage4.3.3,1190154,271,C/T,91,GAG/AAG,E/K,Rv1067c,PE_PGRS19,nonsyn,ND,no
lineage4.3.3,1324724,888,C/A,296,ATG/ATT,M/I,Rv1184c,0,nonsyn,ND,no
lineage4.3.3,1390527,2526,C/G,842,TCG/TCC,S/S,Rv1248c,0,syn,essential,yes
lineage4.3.3,1390528,2525,G/T,842,TCG/TAG,S/*,Rv1248c,0,nonsyn,essential,no
lineage4.3.3,1519847,139,C/G,47,GGC/CGC,G/R,Rv1353c,0,nonsyn,nonessential,no
lineage4.3.3,1546530,519,G/A,173,GAG/GAA,E/E,Rv1373,0,syn,nonessential,no
lineage4.3.3,1651306,591,C/G,197,GCC/GCG,A/A,Rv1463,0,syn,essential,no
lineage4.3.3,1755519,75,G/T,25,ATG/ATT,M/I,Rv1551,plsB1,nonsyn,nonessential,no
lineage4.3.3,1779243,56,T/G,19,CAC/CCC,H/P,Rv1572c,0,nonsyn,nonessential,no
lineage4.3.3,1797027,1223,C/T,408,ACC/ATC,T/I,Rv1595,nadB,nonsyn,essential,no
lineage4.3.3,1815604,352,G/A,118,GCC/ACC,A/T,Rv1615,0,nonsyn,nonessential,no
lineage4.3.3,1895174,169,C/T,57,GAC/AAC,D/N,Rv1668c,0,nonsyn,nonessential,no
lineage4.3.3,2037716,1017,T/C,339,CGT/CGC,R/R,Rv1798,eccA5,syn,nonessential,no
lineage4.3.3,2077253,1377,G/A,459,ACG/ACA,T/T,Rv1832,gcvB,syn,essential,yes
lineage4.3.3,2128908,887,C/T,296,TCC/TTC,S/F,Rv1878,glnA3,nonsyn,nonessential,no
lineage4.3.3,2144617,266,G/A,89,CCG/CTG,P/L,Rv1897c,0,nonsyn,nonessential,no
lineage4.3.3,2315669,496,G/A,166,GTC/ATC,V/I,Rv2059,0,nonsyn,nonessential,no
lineage4.3.3,2518919,805,G/A,269,GGT/AGT,G/S,Rv2245,kasA,nonsyn,essential,no
lineage4.3.3,2814961,1920,G/A,640,GGC/GGT,G/G,Rv2501c,accA1,syn,nonessential,no
lineage4.3.3,2960231,2211,G/T,737,GGC/GGA,G/G,Rv2634c,PE_PGRS46,syn,ND,no
lineage4.3.3,3004091,658,G/A,220,CGG/TGG,R/W,Rv2687c,0,nonsyn,nonessential,no
lineage4.3.3,3061615,892,T/C,298,ATG/GTG,M/V,Rv2748c,ftsK,nonsyn,essential,no
lineage4.3.3,3218343,5,G/A,2,CGA/CAA,R/Q,Rv2911,dacB2,nonsyn,nonessential,no
lineage4.3.3,3261380,5696,A/G,1899,AAC/AGC,N/S,Rv2933,ppsC,nonsyn,nonessential,no
lineage4.3.3,3423184,30,C/T,10,ACG/ACA,T/T,Rv3060c,0,syn,nonessential,no
lineage4.3.3,3542262,125,T/G,42,CTG/CGG,L/R,Rv3174,0,nonsyn,nonessential,no
lineage4.3.3,3643392,216,C/T,72,GGC/GGT,G/G,Rv3263,0,syn,nonessential,no
lineage4.3.3,3850197,0,G/A,0,./.,./.,0,0,inter,0,no
lineage4.3.3,3894032,0,T/A,0,./.,./.,0,0,inter,0,no
lineage4.3.3,3973954,547,C/T,183,GGG/AGG,G/R,Rv3535c,hsaG,nonsyn,nonessential,no
lineage4.3.3,4299480,126,G/A,42,TCC/TCT,S/S,Rv3825c,pks2,syn,nonessential,no
lineage4.3.3,4316046,551,A/G,184,GTC/GCC,V/A,Rv3843c,0,nonsyn,nonessential,no
lineage4.3.3,4363069,352,T/C,118,ATC/GTC,I/V,Rv3882c,eccE1,nonsyn,essential,no
lineage4.3.3,4376098,0,G/A,0,./.,./.,0,0,inter,0,no
lineage4.3.3,4385530,779,G/C,260,CCA/CGA,P/R,Rv3900c,0,nonsyn,nonessential,no
lineage4.3.3,4390753,279,C/G,93,TCG/TCC,S/S,Rv3905c,esxF,syn,nonessential,no
lineage4.3.4,35097,803,T/C,268,ATC/ACC,I/T,Rv0032,bioF2,nonsyn,nonessential,no
lineage4.3.4,101727,1145,G/A,382,GGA/GAA,G/E,Rv0092,ctpA,nonsyn,nonessential,no
lineage4.3.4,176303,604,C/T,202,CAC/TAC,H/Y,Rv0149,0,nonsyn,nonessential,no
lineage4.3.4,234051,1821,G/A,607,CCG/CCA,P/P,Rv0197,0,syn,nonessential,no
lineage4.3.4,478358,199,C/T,67,GAG/AAG,E/K,Rv0399c,lpqK,nonsyn,essential,no
lineage4.3.4,557133,676,G/A,226,GTT/ATT,V/I,Rv0466,0,nonsyn,nonessential,no
lineage4.3.4,571943,234,G/A,78,GTG/GTA,V/V,Rv0483,lprQ,syn,nonessential,no
lineage4.3.4,667659,736,C/T,246,GAC/AAC,D/N,Rv0574c,0,nonsyn,nonessential,no
lineage4.3.4,733798,62,G/C,21,AGC/ACC,S/T,Rv0638,secE1,nonsyn,essential,no
lineage4.3.4,790180,894,A/G,298,GAT/GAC,D/D,Rv0690c,0,syn,nonessential,no
lineage4.3.4,1037355,357,T/C,119,ACT/ACC,T/T,Rv0930,pstA1,syn,nonessential,no
lineage4.3.4,1041445,182,C/T,61,ACG/ATG,T/M,Rv0933,pstB,nonsyn,nonessential,no
lineage4.3.4,1071797,543,C/G,181,GGC/GGG,G/G,Rv0959,0,syn,nonessential,no
lineage4.3.4,1281443,42,C/G,14,AAG/AAC,K/N,Rv1154c,0,nonsyn,nonessential,no
lineage4.3.4,1297327,1176,G/A,392,GTG/GTA,V/V,Rv1166,lpqW,syn,essential,yes
lineage4.3.4,1297999,1848,T/G,616,TCT/TCG,S/S,Rv1166,lpqW,syn,essential,no
lineage4.3.4,1588456,27,A/G,9,CGT/CGC,R/R,Rv1411c,lprG,syn,essential,no
lineage4.3.4,1691799,950,C/T,317,ACC/ATC,T/I,Rv1500,0,nonsyn,nonessential,no
lineage4.3.4,1709899,256,A/C,86,AAC/CAC,N/H,Rv1518,0,nonsyn,nonessential,no
